F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	min-2	mean-2	max-2	w-mean-2	ext2-2	min-3	mean-3	max-3	w-mean-3	ext2-3	min-4	mean-4	max-4	w-mean-4	ext2-4	
0.9169	3.2857e+005	0.234	0.481	0.481	0.812	0.179	0.133	0.513	0.513	0.901	0.186	0.131	0.502	0.502	0.922	0.192	0.138	0.481	0.481	0.915	0.198	
0.9179	3.2461e+005	0.232	0.479	0.479	0.810	0.180	0.131	0.511	0.511	0.901	0.188	0.130	0.501	0.501	0.922	0.193	0.136	0.479	0.479	0.915	0.200	
0.9189	3.2066e+005	0.230	0.477	0.477	0.808	0.181	0.130	0.509	0.509	0.900	0.189	0.129	0.499	0.499	0.921	0.194	0.135	0.477	0.477	0.914	0.201	
0.9199	3.167e+005	0.228	0.474	0.474	0.806	0.183	0.128	0.507	0.507	0.900	0.190	0.128	0.497	0.497	0.921	0.195	0.133	0.475	0.475	0.914	0.202	
0.9209	3.1275e+005	0.226	0.472	0.472	0.804	0.184	0.126	0.505	0.505	0.900	0.191	0.127	0.495	0.495	0.920	0.196	0.132	0.473	0.473	0.914	0.203	
0.9219	3.0879e+005	0.224	0.469	0.469	0.802	0.185	0.125	0.503	0.503	0.900	0.193	0.126	0.493	0.493	0.919	0.197	0.130	0.471	0.471	0.913	0.205	
0.9229	3.0484e+005	0.222	0.467	0.467	0.800	0.186	0.123	0.501	0.501	0.900	0.194	0.125	0.491	0.491	0.919	0.198	0.129	0.469	0.469	0.913	0.206	
0.9239	3.0088e+005	0.220	0.464	0.464	0.798	0.187	0.121	0.499	0.499	0.900	0.195	0.124	0.490	0.490	0.918	0.199	0.127	0.467	0.467	0.913	0.207	
0.9249	2.9693e+005	0.219	0.462	0.462	0.796	0.189	0.120	0.497	0.497	0.899	0.197	0.122	0.488	0.488	0.917	0.200	0.126	0.464	0.464	0.912	0.209	
0.9259	2.9297e+005	0.217	0.460	0.460	0.794	0.190	0.118	0.494	0.494	0.899	0.198	0.121	0.486	0.486	0.917	0.201	0.124	0.462	0.462	0.912	0.210	
0.9269	2.8902e+005	0.214	0.457	0.457	0.792	0.191	0.116	0.492	0.492	0.899	0.199	0.120	0.484	0.484	0.916	0.202	0.122	0.460	0.460	0.912	0.211	
0.9279	2.8506e+005	0.212	0.454	0.454	0.790	0.192	0.115	0.490	0.490	0.899	0.201	0.119	0.482	0.482	0.915	0.203	0.121	0.458	0.458	0.911	0.213	
0.9289	2.8111e+005	0.210	0.452	0.452	0.787	0.194	0.113	0.488	0.488	0.899	0.202	0.118	0.480	0.480	0.914	0.204	0.119	0.456	0.456	0.911	0.214	
0.9299	2.7715e+005	0.208	0.449	0.449	0.785	0.195	0.111	0.486	0.486	0.898	0.204	0.117	0.478	0.478	0.914	0.205	0.118	0.454	0.454	0.910	0.215	
0.9309	2.732e+005	0.206	0.446	0.446	0.782	0.196	0.110	0.483	0.483	0.898	0.205	0.116	0.476	0.476	0.913	0.206	0.116	0.451	0.451	0.910	0.217	
0.9319	2.6924e+005	0.204	0.444	0.444	0.780	0.198	0.108	0.481	0.481	0.898	0.207	0.115	0.474	0.474	0.912	0.208	0.114	0.449	0.449	0.910	0.218	
0.9329	2.6529e+005	0.202	0.441	0.441	0.778	0.199	0.106	0.479	0.479	0.897	0.208	0.114	0.472	0.472	0.911	0.209	0.113	0.447	0.447	0.909	0.220	
0.9339	2.6133e+005	0.200	0.438	0.438	0.775	0.201	0.104	0.476	0.476	0.897	0.210	0.113	0.470	0.470	0.910	0.210	0.111	0.444	0.444	0.909	0.221	
0.9349	2.5738e+005	0.198	0.435	0.435	0.772	0.202	0.103	0.474	0.474	0.897	0.211	0.112	0.468	0.468	0.909	0.211	0.109	0.442	0.442	0.908	0.223	
0.9359	2.5342e+005	0.195	0.433	0.433	0.770	0.204	0.101	0.472	0.472	0.896	0.213	0.111	0.465	0.465	0.908	0.212	0.108	0.439	0.439	0.908	0.225	
0.9369	2.4947e+005	0.193	0.430	0.430	0.767	0.205	0.099	0.469	0.469	0.896	0.214	0.110	0.463	0.463	0.907	0.214	0.106	0.437	0.437	0.907	0.226	
0.9379	2.4551e+005	0.191	0.427	0.427	0.764	0.207	0.098	0.467	0.467	0.896	0.216	0.109	0.461	0.461	0.907	0.215	0.104	0.434	0.434	0.907	0.228	
0.9389	2.4156e+005	0.189	0.424	0.424	0.761	0.208	0.096	0.464	0.464	0.895	0.218	0.108	0.459	0.459	0.905	0.216	0.103	0.432	0.432	0.906	0.230	
0.9399	2.376e+005	0.186	0.421	0.421	0.758	0.210	0.094	0.462	0.462	0.895	0.219	0.107	0.456	0.456	0.904	0.218	0.101	0.429	0.429	0.906	0.231	
0.9409	2.3365e+005	0.184	0.418	0.418	0.755	0.211	0.092	0.459	0.459	0.895	0.221	0.106	0.454	0.454	0.904	0.219	0.099	0.427	0.427	0.905	0.233	
0.9419	2.2969e+005	0.182	0.415	0.415	0.752	0.213	0.091	0.457	0.457	0.894	0.223	0.105	0.452	0.452	0.902	0.220	0.098	0.424	0.424	0.905	0.235	
0.9429	2.2574e+005	0.179	0.412	0.412	0.748	0.215	0.089	0.454	0.454	0.894	0.225	0.104	0.449	0.449	0.901	0.222	0.096	0.422	0.422	0.904	0.236	
0.9439	2.2178e+005	0.177	0.409	0.409	0.745	0.216	0.088	0.452	0.452	0.893	0.226	0.103	0.447	0.447	0.900	0.223	0.094	0.419	0.419	0.903	0.238	
0.9449	2.1783e+005	0.175	0.405	0.405	0.741	0.218	0.086	0.449	0.449	0.893	0.228	0.102	0.445	0.445	0.899	0.225	0.093	0.416	0.416	0.903	0.240	
0.9459	2.1387e+005	0.172	0.402	0.402	0.737	0.220	0.084	0.446	0.446	0.893	0.230	0.101	0.442	0.442	0.898	0.226	0.091	0.414	0.414	0.902	0.242	
0.9469	2.0992e+005	0.170	0.399	0.399	0.733	0.222	0.083	0.444	0.444	0.892	0.232	0.099	0.439	0.439	0.896	0.228	0.089	0.411	0.411	0.901	0.244	
0.9479	2.0596e+005	0.168	0.395	0.395	0.729	0.224	0.081	0.441	0.441	0.892	0.234	0.098	0.437	0.437	0.895	0.229	0.087	0.408	0.408	0.901	0.246	
0.9489	2.0201e+005	0.165	0.392	0.392	0.725	0.226	0.079	0.438	0.438	0.891	0.236	0.097	0.434	0.434	0.893	0.231	0.086	0.405	0.405	0.900	0.248	
0.9499	1.9805e+005	0.163	0.388	0.388	0.721	0.227	0.078	0.435	0.435	0.891	0.238	0.096	0.432	0.432	0.892	0.232	0.084	0.402	0.402	0.899	0.250	
0.9509	1.941e+005	0.161	0.385	0.385	0.717	0.229	0.076	0.432	0.432	0.890	0.240	0.095	0.429	0.429	0.891	0.234	0.082	0.399	0.399	0.898	0.252	
0.9519	1.9014e+005	0.158	0.381	0.381	0.712	0.232	0.074	0.429	0.429	0.890	0.242	0.094	0.426	0.426	0.889	0.235	0.081	0.396	0.396	0.897	0.254	
0.9529	1.8619e+005	0.155	0.378	0.378	0.707	0.234	0.073	0.426	0.426	0.889	0.245	0.093	0.424	0.424	0.888	0.237	0.079	0.393	0.393	0.896	0.256	
0.9539	1.8223e+005	0.153	0.374	0.374	0.703	0.236	0.071	0.423	0.423	0.888	0.247	0.092	0.421	0.421	0.886	0.239	0.077	0.390	0.390	0.895	0.259	
0.9549	1.7828e+005	0.150	0.370	0.370	0.698	0.238	0.069	0.420	0.420	0.887	0.249	0.091	0.418	0.418	0.884	0.241	0.075	0.387	0.387	0.894	0.261	
0.9559	1.7432e+005	0.148	0.367	0.367	0.693	0.240	0.068	0.417	0.417	0.887	0.252	0.090	0.415	0.415	0.883	0.242	0.074	0.384	0.384	0.893	0.263	
0.9569	1.7037e+005	0.145	0.363	0.363	0.688	0.242	0.066	0.414	0.414	0.886	0.254	0.088	0.412	0.412	0.881	0.244	0.072	0.381	0.381	0.892	0.266	
0.9579	1.6641e+005	0.143	0.359	0.359	0.682	0.245	0.065	0.410	0.410	0.885	0.256	0.087	0.409	0.409	0.879	0.246	0.070	0.377	0.377	0.891	0.268	
0.9589	1.6246e+005	0.140	0.355	0.355	0.677	0.247	0.063	0.407	0.407	0.884	0.259	0.086	0.406	0.406	0.877	0.248	0.068	0.374	0.374	0.889	0.271	
0.9599	1.585e+005	0.137	0.350	0.350	0.672	0.250	0.061	0.404	0.404	0.883	0.261	0.085	0.403	0.403	0.875	0.250	0.067	0.371	0.371	0.888	0.273	
0.9609	1.5455e+005	0.134	0.346	0.346	0.667	0.252	0.060	0.400	0.400	0.882	0.264	0.084	0.400	0.400	0.873	0.252	0.065	0.367	0.367	0.886	0.276	
0.9619	1.5059e+005	0.132	0.342	0.342	0.660	0.255	0.058	0.397	0.397	0.881	0.267	0.082	0.396	0.396	0.871	0.254	0.063	0.364	0.364	0.885	0.278	
0.9629	1.4664e+005	0.129	0.338	0.338	0.654	0.257	0.057	0.393	0.393	0.880	0.270	0.081	0.393	0.393	0.869	0.256	0.061	0.360	0.360	0.884	0.281	
0.9639	1.4268e+005	0.126	0.333	0.333	0.648	0.260	0.055	0.390	0.390	0.879	0.272	0.080	0.390	0.390	0.867	0.258	0.060	0.356	0.356	0.882	0.284	
0.9649	1.3873e+005	0.124	0.329	0.329	0.641	0.263	0.054	0.386	0.386	0.878	0.275	0.079	0.386	0.386	0.865	0.261	0.058	0.353	0.353	0.880	0.287	
0.9659	1.3477e+005	0.121	0.324	0.324	0.634	0.266	0.052	0.382	0.382	0.877	0.278	0.078	0.383	0.383	0.862	0.263	0.056	0.349	0.349	0.878	0.290	
0.9669	1.3082e+005	0.118	0.320	0.320	0.627	0.269	0.050	0.378	0.378	0.876	0.281	0.076	0.379	0.379	0.860	0.265	0.055	0.345	0.345	0.876	0.293	
0.9679	1.2686e+005	0.115	0.315	0.315	0.619	0.272	0.049	0.374	0.374	0.874	0.284	0.075	0.375	0.375	0.857	0.268	0.053	0.341	0.341	0.874	0.296	
0.9689	1.2291e+005	0.112	0.310	0.310	0.612	0.275	0.047	0.370	0.370	0.873	0.288	0.074	0.372	0.372	0.855	0.270	0.051	0.337	0.337	0.872	0.300	
0.9699	1.1895e+005	0.109	0.305	0.305	0.604	0.279	0.046	0.366	0.366	0.871	0.291	0.072	0.368	0.368	0.852	0.273	0.049	0.333	0.333	0.870	0.303	
0.9709	1.15e+005 	0.106	0.300	0.300	0.595	0.282	0.044	0.361	0.361	0.870	0.295	0.071	0.364	0.364	0.849	0.275	0.047	0.329	0.329	0.868	0.307	
0.9719	1.1104e+005	0.103	0.294	0.294	0.586	0.286	0.042	0.357	0.357	0.868	0.298	0.070	0.360	0.360	0.847	0.278	0.046	0.324	0.324	0.865	0.310	
0.9729	1.0709e+005	0.100	0.289	0.289	0.577	0.289	0.041	0.353	0.353	0.866	0.302	0.068	0.355	0.355	0.844	0.281	0.044	0.320	0.320	0.863	0.314	
0.9739	1.0313e+005	0.096	0.284	0.284	0.568	0.293	0.039	0.348	0.348	0.864	0.306	0.067	0.351	0.351	0.841	0.284	0.042	0.315	0.315	0.860	0.318	
0.9749	99179     	0.093	0.278	0.278	0.558	0.297	0.037	0.343	0.343	0.862	0.310	0.066	0.347	0.347	0.838	0.287	0.041	0.311	0.311	0.857	0.322	
0.9759	95224     	0.090	0.272	0.272	0.548	0.301	0.036	0.339	0.339	0.860	0.314	0.064	0.342	0.342	0.834	0.290	0.039	0.306	0.306	0.853	0.327	
0.9769	91269     	0.087	0.266	0.266	0.537	0.306	0.034	0.333	0.333	0.857	0.319	0.063	0.337	0.337	0.831	0.293	0.037	0.301	0.301	0.850	0.331	
0.9779	87314     	0.084	0.260	0.260	0.527	0.310	0.032	0.328	0.328	0.855	0.323	0.061	0.333	0.333	0.828	0.297	0.035	0.296	0.296	0.847	0.336	
0.9789	83359     	0.080	0.254	0.254	0.516	0.315	0.031	0.323	0.323	0.852	0.328	0.059	0.328	0.328	0.824	0.301	0.033	0.291	0.291	0.843	0.341	
0.9799	79404     	0.077	0.247	0.247	0.504	0.320	0.030	0.318	0.318	0.848	0.333	0.058	0.322	0.322	0.819	0.305	0.032	0.285	0.285	0.839	0.346	
0.9809	75449     	0.073	0.240	0.240	0.493	0.325	0.028	0.312	0.312	0.844	0.338	0.056	0.317	0.317	0.814	0.308	0.030	0.280	0.280	0.835	0.351	
0.9819	71494     	0.070	0.233	0.233	0.480	0.331	0.026	0.306	0.306	0.841	0.343	0.054	0.311	0.311	0.809	0.313	0.029	0.274	0.274	0.830	0.357	
0.9829	67539     	0.066	0.226	0.226	0.466	0.337	0.025	0.300	0.300	0.836	0.349	0.052	0.305	0.305	0.803	0.318	0.027	0.268	0.268	0.824	0.363	
0.9839	63584     	0.063	0.219	0.219	0.452	0.343	0.023	0.294	0.294	0.831	0.355	0.050	0.299	0.299	0.796	0.322	0.025	0.262	0.262	0.819	0.369	
0.9849	59629     	0.059	0.211	0.211	0.438	0.350	0.022	0.286	0.286	0.825	0.362	0.049	0.292	0.292	0.789	0.328	0.024	0.256	0.256	0.813	0.376	
0.9859	55674     	0.055	0.203	0.203	0.422	0.357	0.020	0.279	0.279	0.818	0.368	0.046	0.285	0.285	0.782	0.333	0.022	0.249	0.249	0.805	0.383	
0.9869	51719     	0.052	0.195	0.195	0.406	0.364	0.019	0.272	0.272	0.810	0.376	0.045	0.278	0.278	0.773	0.339	0.020	0.242	0.242	0.797	0.390	
0.9879	47764     	0.048	0.186	0.186	0.389	0.373	0.018	0.264	0.264	0.802	0.384	0.042	0.270	0.270	0.762	0.346	0.019	0.235	0.235	0.787	0.399	
0.9889	43809     	0.045	0.178	0.178	0.373	0.381	0.016	0.256	0.256	0.791	0.392	0.040	0.262	0.262	0.751	0.353	0.017	0.228	0.228	0.777	0.407	
0.9899	39854     	0.041	0.168	0.168	0.354	0.391	0.014	0.247	0.247	0.780	0.402	0.038	0.253	0.253	0.737	0.360	0.015	0.219	0.219	0.765	0.417	
0.9909	35899     	0.037	0.158	0.158	0.333	0.401	0.013	0.237	0.237	0.767	0.411	0.035	0.243	0.243	0.724	0.369	0.013	0.210	0.210	0.751	0.428	
0.9919	31944     	0.033	0.148	0.148	0.312	0.413	0.012	0.226	0.226	0.750	0.423	0.033	0.232	0.232	0.703	0.378	0.012	0.201	0.201	0.734	0.440	
0.9929	27989     	0.029	0.136	0.136	0.289	0.426	0.010	0.215	0.215	0.731	0.435	0.030	0.219	0.219	0.676	0.389	0.010	0.190	0.190	0.712	0.453	
0.9939	24034     	0.025	0.124	0.124	0.264	0.442	0.009	0.202	0.202	0.702	0.449	0.027	0.205	0.205	0.646	0.402	0.009	0.179	0.179	0.685	0.468	
0.9949	20079     	0.021	0.111	0.111	0.237	0.460	0.007	0.186	0.186	0.663	0.466	0.024	0.190	0.190	0.608	0.417	0.007	0.166	0.166	0.652	0.486	
0.9959	16124     	0.017	0.097	0.097	0.207	0.480	0.006	0.168	0.168	0.616	0.486	0.021	0.170	0.170	0.555	0.435	0.006	0.150	0.150	0.608	0.506	
0.9969	12169     	0.013	0.081	0.081	0.177	0.506	0.005	0.145	0.145	0.548	0.512	0.016	0.147	0.147	0.490	0.459	0.004	0.131	0.131	0.546	0.532	
0.9979	8214      	0.009	0.063	0.063	0.140	0.541	0.003	0.117	0.117	0.456	0.547	0.013	0.117	0.117	0.394	0.492	0.003	0.106	0.106	0.455	0.566	
0.9989	4259      	0.005	0.040	0.040	0.091	0.595	0.002	0.077	0.077	0.312	0.601	0.007	0.076	0.076	0.256	0.546	0.001	0.073	0.073	0.323	0.618	
0.9999	304       	0.000	0.006	0.006	0.014	0.765	0.000	0.010	0.010	0.041	0.776	0.001	0.011	0.011	0.036	0.725	0.000	0.010	0.010	0.046	0.787	
1.0000	0         	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	
