F-lost	   TF_cost	min-1	mean-1	max-1	w-mean-1	ext2-1	min-2	mean-2	max-2	w-mean-2	ext2-2	min-3	mean-3	max-3	w-mean-3	ext2-3	min-4	mean-4	max-4	w-mean-4	ext2-4	
0.0360	3.8129e+006	0.856	0.887	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0370	3.809e+006	0.856	0.887	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0380	3.805e+006	0.856	0.887	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0390	3.8011e+006	0.856	0.887	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0400	3.7971e+006	0.856	0.887	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0410	3.7931e+006	0.856	0.886	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0420	3.7892e+006	0.856	0.886	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0430	3.7852e+006	0.856	0.886	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0440	3.7813e+006	0.856	0.886	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.852	0.885	0.897	0.928	0.027	
0.0450	3.7773e+006	0.856	0.886	0.891	0.907	0.028	0.836	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0460	3.7734e+006	0.856	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0470	3.7694e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0480	3.7655e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0490	3.7615e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0500	3.7576e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0510	3.7536e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0520	3.7496e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0530	3.7457e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.884	0.915	0.923	0.957	0.020	0.851	0.885	0.897	0.928	0.027	
0.0540	3.7417e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.885	0.897	0.928	0.027	
0.0550	3.7378e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.884	0.897	0.928	0.027	
0.0560	3.7338e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.876	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.884	0.897	0.928	0.027	
0.0570	3.7299e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.884	0.897	0.928	0.027	
0.0580	3.7259e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.884	0.897	0.928	0.027	
0.0590	3.722e+006	0.855	0.886	0.891	0.907	0.028	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.884	0.897	0.928	0.027	
0.0600	3.718e+006	0.855	0.886	0.891	0.907	0.029	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.850	0.884	0.897	0.928	0.027	
0.0610	3.714e+006	0.855	0.886	0.891	0.907	0.029	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0620	3.7101e+006	0.855	0.886	0.891	0.907	0.029	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0630	3.7061e+006	0.855	0.886	0.891	0.907	0.029	0.835	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0640	3.7022e+006	0.855	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0650	3.6982e+006	0.855	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0660	3.6943e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0670	3.6903e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.849	0.884	0.897	0.928	0.027	
0.0680	3.6864e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.848	0.884	0.896	0.928	0.027	
0.0690	3.6824e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.848	0.884	0.896	0.928	0.027	
0.0700	3.6785e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.883	0.915	0.923	0.957	0.020	0.848	0.884	0.896	0.928	0.027	
0.0710	3.6745e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.882	0.915	0.923	0.957	0.020	0.848	0.884	0.896	0.928	0.027	
0.0720	3.6705e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.882	0.915	0.923	0.957	0.020	0.848	0.884	0.896	0.928	0.027	
0.0730	3.6666e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.882	0.914	0.923	0.957	0.020	0.848	0.884	0.896	0.928	0.027	
0.0740	3.6626e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.882	0.914	0.923	0.957	0.020	0.847	0.884	0.896	0.928	0.027	
0.0750	3.6587e+006	0.854	0.886	0.891	0.907	0.029	0.834	0.875	0.882	0.908	0.031	0.882	0.914	0.923	0.957	0.020	0.847	0.883	0.896	0.928	0.027	
0.0760	3.6547e+006	0.854	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.923	0.957	0.020	0.847	0.883	0.896	0.928	0.027	
0.0770	3.6508e+006	0.854	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.923	0.957	0.020	0.847	0.883	0.896	0.928	0.027	
0.0780	3.6468e+006	0.854	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.847	0.883	0.896	0.928	0.027	
0.0790	3.6429e+006	0.853	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.847	0.883	0.896	0.928	0.027	
0.0800	3.6389e+006	0.853	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.846	0.883	0.896	0.928	0.027	
0.0810	3.6349e+006	0.853	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.846	0.883	0.896	0.928	0.027	
0.0820	3.631e+006	0.853	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.846	0.883	0.896	0.928	0.027	
0.0830	3.627e+006	0.853	0.886	0.891	0.907	0.029	0.833	0.875	0.882	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.846	0.883	0.896	0.928	0.027	
0.0840	3.6231e+006	0.853	0.886	0.891	0.906	0.029	0.833	0.875	0.881	0.908	0.031	0.882	0.914	0.922	0.957	0.020	0.846	0.883	0.896	0.928	0.027	
0.0850	3.6191e+006	0.853	0.886	0.891	0.906	0.029	0.833	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.846	0.883	0.896	0.928	0.027	
0.0860	3.6152e+006	0.853	0.886	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.845	0.883	0.896	0.928	0.027	
0.0870	3.6112e+006	0.853	0.886	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.845	0.883	0.896	0.928	0.027	
0.0880	3.6073e+006	0.853	0.886	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.845	0.883	0.896	0.928	0.027	
0.0890	3.6033e+006	0.853	0.885	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.845	0.883	0.896	0.928	0.027	
0.0900	3.5994e+006	0.853	0.885	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.845	0.883	0.896	0.928	0.027	
0.0910	3.5954e+006	0.852	0.885	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.844	0.883	0.895	0.928	0.027	
0.0920	3.5914e+006	0.852	0.885	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.844	0.882	0.895	0.928	0.027	
0.0930	3.5875e+006	0.852	0.885	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.844	0.882	0.895	0.928	0.027	
0.0940	3.5835e+006	0.852	0.885	0.890	0.906	0.029	0.832	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.844	0.882	0.895	0.928	0.027	
0.0950	3.5796e+006	0.852	0.885	0.890	0.906	0.029	0.831	0.875	0.881	0.908	0.031	0.881	0.914	0.922	0.957	0.020	0.844	0.882	0.895	0.928	0.027	
0.0960	3.5756e+006	0.852	0.885	0.890	0.906	0.029	0.831	0.875	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.843	0.882	0.895	0.928	0.027	
0.0970	3.5717e+006	0.852	0.885	0.890	0.906	0.029	0.831	0.875	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.843	0.882	0.895	0.928	0.027	
0.0980	3.5677e+006	0.852	0.885	0.890	0.906	0.029	0.831	0.875	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.843	0.882	0.895	0.928	0.027	
0.0990	3.5638e+006	0.852	0.885	0.890	0.906	0.029	0.831	0.875	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.843	0.882	0.895	0.928	0.027	
0.1000	3.5598e+006	0.852	0.885	0.890	0.906	0.029	0.831	0.874	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.842	0.882	0.895	0.928	0.027	
0.1010	3.5558e+006	0.851	0.885	0.890	0.906	0.029	0.831	0.874	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.842	0.882	0.895	0.928	0.027	
0.1020	3.5519e+006	0.851	0.885	0.890	0.906	0.029	0.831	0.874	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.842	0.882	0.895	0.928	0.028	
0.1030	3.5479e+006	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.842	0.882	0.895	0.928	0.028	
0.1040	3.544e+006	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.842	0.882	0.895	0.928	0.028	
0.1050	3.54e+006 	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.880	0.914	0.922	0.957	0.020	0.841	0.881	0.895	0.928	0.028	
0.1060	3.5361e+006	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.841	0.881	0.895	0.928	0.028	
0.1070	3.5321e+006	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.841	0.881	0.895	0.928	0.028	
0.1080	3.5282e+006	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.841	0.881	0.895	0.928	0.028	
0.1090	3.5242e+006	0.851	0.885	0.890	0.906	0.029	0.830	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.840	0.881	0.895	0.928	0.028	
0.1100	3.5203e+006	0.850	0.885	0.890	0.906	0.029	0.829	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.840	0.881	0.894	0.928	0.028	
0.1110	3.5163e+006	0.850	0.885	0.890	0.906	0.029	0.829	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.840	0.881	0.894	0.928	0.028	
0.1120	3.5123e+006	0.850	0.885	0.890	0.906	0.029	0.829	0.874	0.881	0.908	0.031	0.879	0.914	0.922	0.957	0.020	0.840	0.881	0.894	0.928	0.028	
0.1130	3.5084e+006	0.850	0.885	0.890	0.906	0.029	0.829	0.874	0.881	0.908	0.031	0.879	0.913	0.922	0.957	0.020	0.839	0.881	0.894	0.928	0.028	
0.1140	3.5044e+006	0.850	0.885	0.890	0.906	0.029	0.829	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.839	0.881	0.894	0.928	0.028	
0.1150	3.5005e+006	0.850	0.885	0.890	0.906	0.029	0.829	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.839	0.881	0.894	0.928	0.028	
0.1160	3.4965e+006	0.850	0.885	0.890	0.906	0.029	0.828	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.839	0.881	0.894	0.928	0.028	
0.1170	3.4926e+006	0.850	0.884	0.890	0.906	0.029	0.828	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.838	0.881	0.894	0.928	0.028	
0.1180	3.4886e+006	0.849	0.884	0.890	0.906	0.029	0.828	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.838	0.880	0.894	0.928	0.028	
0.1190	3.4847e+006	0.849	0.884	0.890	0.906	0.029	0.828	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.838	0.880	0.894	0.928	0.028	
0.1200	3.4807e+006	0.849	0.884	0.889	0.906	0.029	0.828	0.874	0.881	0.908	0.031	0.878	0.913	0.922	0.957	0.020	0.838	0.880	0.894	0.928	0.028	
0.1210	3.4767e+006	0.849	0.884	0.889	0.906	0.029	0.828	0.874	0.881	0.908	0.031	0.877	0.913	0.922	0.957	0.020	0.837	0.880	0.894	0.928	0.028	
0.1220	3.4728e+006	0.849	0.884	0.889	0.906	0.029	0.827	0.874	0.881	0.908	0.031	0.877	0.913	0.921	0.957	0.020	0.837	0.880	0.894	0.928	0.028	
0.1230	3.4688e+006	0.849	0.884	0.889	0.906	0.029	0.827	0.874	0.881	0.908	0.031	0.877	0.913	0.921	0.957	0.020	0.837	0.880	0.894	0.928	0.028	
0.1240	3.4649e+006	0.849	0.884	0.889	0.906	0.029	0.827	0.874	0.881	0.908	0.031	0.877	0.913	0.921	0.957	0.020	0.837	0.880	0.894	0.928	0.028	
0.1250	3.4609e+006	0.849	0.884	0.889	0.906	0.029	0.827	0.873	0.880	0.908	0.031	0.877	0.913	0.921	0.957	0.020	0.836	0.880	0.894	0.928	0.028	
0.1260	3.457e+006	0.848	0.884	0.889	0.906	0.029	0.827	0.873	0.880	0.908	0.031	0.877	0.913	0.921	0.957	0.020	0.836	0.880	0.893	0.928	0.028	
0.1270	3.453e+006	0.848	0.884	0.889	0.906	0.029	0.826	0.873	0.880	0.908	0.031	0.877	0.913	0.921	0.957	0.020	0.836	0.880	0.893	0.928	0.028	
0.1280	3.4491e+006	0.848	0.884	0.889	0.906	0.029	0.826	0.873	0.880	0.908	0.031	0.876	0.913	0.921	0.957	0.020	0.836	0.879	0.893	0.928	0.028	
0.1290	3.4451e+006	0.848	0.884	0.889	0.906	0.029	0.826	0.873	0.880	0.908	0.031	0.876	0.913	0.921	0.957	0.020	0.835	0.879	0.893	0.928	0.028	
0.1300	3.4412e+006	0.848	0.884	0.889	0.906	0.029	0.826	0.873	0.880	0.908	0.032	0.876	0.913	0.921	0.957	0.020	0.835	0.879	0.893	0.928	0.028	
0.1310	3.4372e+006	0.848	0.884	0.889	0.906	0.029	0.826	0.873	0.880	0.908	0.032	0.876	0.913	0.921	0.957	0.020	0.835	0.879	0.893	0.928	0.028	
0.1320	3.4332e+006	0.848	0.884	0.889	0.906	0.029	0.826	0.873	0.880	0.908	0.032	0.876	0.913	0.921	0.957	0.020	0.834	0.879	0.893	0.928	0.028	
0.1330	3.4293e+006	0.847	0.884	0.889	0.906	0.029	0.825	0.873	0.880	0.908	0.032	0.876	0.913	0.921	0.957	0.020	0.834	0.879	0.893	0.928	0.028	
0.1340	3.4253e+006	0.847	0.884	0.889	0.906	0.029	0.825	0.873	0.880	0.908	0.032	0.876	0.913	0.921	0.957	0.020	0.834	0.879	0.893	0.928	0.028	
0.1350	3.4214e+006	0.847	0.884	0.889	0.906	0.029	0.825	0.873	0.880	0.908	0.032	0.875	0.913	0.921	0.957	0.020	0.834	0.879	0.893	0.928	0.028	
0.1360	3.4174e+006	0.847	0.884	0.889	0.906	0.029	0.825	0.873	0.880	0.908	0.032	0.875	0.913	0.921	0.957	0.020	0.833	0.879	0.893	0.928	0.028	
0.1370	3.4135e+006	0.847	0.884	0.889	0.906	0.029	0.825	0.873	0.880	0.908	0.032	0.875	0.913	0.921	0.957	0.020	0.833	0.879	0.893	0.928	0.028	
0.1380	3.4095e+006	0.847	0.884	0.889	0.906	0.029	0.824	0.873	0.880	0.908	0.032	0.875	0.913	0.921	0.957	0.020	0.833	0.879	0.893	0.928	0.028	
0.1390	3.4056e+006	0.847	0.883	0.889	0.906	0.029	0.824	0.873	0.880	0.908	0.032	0.875	0.912	0.921	0.957	0.020	0.833	0.878	0.893	0.928	0.028	
0.1400	3.4016e+006	0.846	0.883	0.889	0.906	0.029	0.824	0.873	0.880	0.908	0.032	0.875	0.912	0.921	0.957	0.020	0.832	0.878	0.893	0.928	0.028	
0.1410	3.3976e+006	0.846	0.883	0.889	0.906	0.029	0.824	0.873	0.880	0.908	0.032	0.875	0.912	0.921	0.957	0.021	0.832	0.878	0.892	0.928	0.028	
0.1420	3.3937e+006	0.846	0.883	0.889	0.906	0.029	0.824	0.873	0.880	0.908	0.032	0.874	0.912	0.921	0.957	0.021	0.832	0.878	0.892	0.928	0.028	
0.1430	3.3897e+006	0.846	0.883	0.889	0.906	0.029	0.823	0.873	0.880	0.908	0.032	0.874	0.912	0.921	0.957	0.021	0.831	0.878	0.892	0.928	0.028	
0.1440	3.3858e+006	0.846	0.883	0.889	0.906	0.029	0.823	0.873	0.880	0.908	0.032	0.874	0.912	0.921	0.957	0.021	0.831	0.878	0.892	0.928	0.028	
